id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3143339,AMAZING DESIGN LOFT,15959290,Nicola,,VIALE MONZA,45.50889,9.2349,Entire home/apt,69,1,295,2019-02-16,5.16,1,312
3143584,"Central, modern & quiet loft",3094944,Giulia,,XXII MARZO,45.46107,9.21823,Entire home/apt,99,2,23,2015-09-07,0.39,1,69
3148869,black and white at 64,3812920,Gianpiero,,LORETO,45.48817,9.22445,Entire home/apt,55,2,84,2019-01-28,1.51,2,345
3149075,80m2 in zona Loreto/Buenos Aires,7462598,Giulio,,BUENOS AIRES - VENEZIA,45.48482,9.21995,Entire home/apt,175,3,2,2014-06-28,0.03,1,365
3151963,9m2 of comfort in Città Studi,12436422,Valeria,,BUENOS AIRES - VENEZIA,45.4706,9.21999,Private room,28,3,19,2019-03-24,0.39,3,93
3152044,Taverna in centro a Milano,15997618,Marco,,UMBRIA - MOLISE,45.44863,9.21573,Private room,50,1,12,2018-04-22,0.25,2,363
3153342,Charme & terrace,16001997,Sonia,,SARPI,45.48315,9.17043,Entire home/apt,400,2,7,2018-04-21,0.12,1,194
3154455,Loft in Milano!,22290,Jacopo,,LORETO,45.49079,9.21494,Entire home/apt,150,3,5,2015-10-11,0.09,2,161
3159209,Studio Flat - Nice 'n' Easy space,13221293,Fatima,,NAVIGLI,45.44664,9.15965,Entire home/apt,100,1,6,2018-04-21,0.12,1,48
3160444,Lovely Penthouse Missori-Crocetta,2053449,Nicoletta,,VIGENTINA,45.45686,9.1925,Entire home/apt,155,2,0,,,1,315
3161334,Studio rent,11104184,Fulvia,,DERGANO,45.50329,9.17908,Entire home/apt,16,60,2,2017-08-30,0.06,1,62
3165599,Martesana Park View,16054777,Marina & Patrizia,,PADOVA,45.50272,9.22523,Entire home/apt,47,2,24,2015-09-18,0.43,1,0
3166434,Bilocale completamente arredato. Cucina abitabile,16060341,Anna,,BUENOS AIRES - VENEZIA,45.48502,9.21551,Entire home/apt,70,5,1,2016-03-29,0.03,1,0
3169326,loft zona industriale,16076280,Filippo,,S. CRISTOFORO,45.44612,9.15233,Entire home/apt,200,1,0,,,1,0
3170303,"Bright comf room - ""Isola"" district",4974859,Caterina,,ISOLA,45.48933,9.18985,Private room,55,1,0,,,1,0
3172593,Exciting Brera! Lovely flat,15628978,Francesca,,BRERA,45.47421,9.18749,Entire home/apt,120,3,191,2019-04-03,3.83,9,313
3181504,Design in the heart of Milan,16131880,Lucia,,BRERA,45.48053,9.18393,Entire home/apt,75,2,236,2019-03-31,4.02,1,157
3182478,Monolocale sui Navigli,1600274,Patrizia,,TICINESE,45.44599,9.17781,Entire home/apt,70,7,0,,,2,363
3187727,studio in the heart of design,9655567,Annalisa,,TORTONA,45.45534,9.16567,Entire home/apt,65,1,92,2019-03-25,1.66,1,332
3195326,"A nice colored room, downtown Milan",6594288,Francesca,,XXII MARZO,45.46715,9.21146,Private room,50,1,287,2019-04-08,4.91,1,217
3199834,"Geräumige Musikerwohnung,zentral",16216022,Adelheid,,SARPI,45.48183,9.16831,Private room,35,1,2,2015-09-21,0.05,1,0
3204834,Room close to Garibaldi metro,3874636,Aldo,,ISOLA,45.48811,9.18679,Private room,50,1,27,2017-09-03,0.46,1,254
3211078,"Milano SALONE, FASHION WEEK",16268679,Federica,,WASHINGTON,45.46014,9.16306,Private room,90,2,2,2018-04-20,0.04,1,363
3215988,"Charming, Romantic Apartment in Classic City Center Building",16287545,Simona,,SARPI,45.47828,9.1778,Entire home/apt,86,2,147,2019-03-26,2.67,2,97
3221682,Beautiful Apartment in Milan,6630864,Alberto,,PORTELLO,45.48159,9.16127,Entire home/apt,90,3,15,2018-04-21,0.34,1,365
3222216,Apartment near San Siro Stadium,13997792,Cris,,SELINUNTE,45.47313,9.13626,Entire home/apt,30,4,13,2018-12-22,0.28,1,253
3224528,Cozy and bright apt in Milan,14745895,Martina,,XXII MARZO,45.4609,9.22131,Entire home/apt,77,3,26,2019-01-26,0.51,1,363
3224699,Un posto tutto per sè,8646914,Sara,,BANDE NERE,45.46634,9.1433,Entire home/apt,70,1,14,2018-04-29,0.24,3,361
3227070,City-Life/MiCo area airy and quite flat,16334123,Anna,,DE ANGELI - MONTE ROSA,45.48116,9.14724,Entire home/apt,95,2,36,2019-02-11,0.71,1,352
3230228,Cosy apartment in Milan city center,10496135,Francesca,,LODI - CORVETTO,45.44418,9.2139,Entire home/apt,90,2,10,2018-04-22,0.20,1,365
3230508,Comfortable Loft in Milano Navigli,16349816,Enrico Maria,,NAVIGLI,45.44776,9.16283,Entire home/apt,89,1,206,2018-11-30,3.65,1,0
3236836,MILANO CORDUSIO APARTMENT,2718914,Nicola,,BRERA,45.46816,9.18402,Entire home/apt,184,3,28,2019-01-03,0.48,27,315
3245572, Bovisa NEW N3 EXPO (7 min) FLAT ,8625363,Anna&Matteo,,BOVISA,45.50157,9.15291,Entire home/apt,68,21,39,2017-10-07,0.67,5,284
3249255,Downtown Milan City Center Apart.,16434806,Giuseppe And Denise,,TICINESE,45.45662,9.18025,Entire home/apt,168,1,26,2018-10-28,0.52,1,337
3254597,Huge family apt Milan! 3BR 2BthR,16460180,Federica,,GHISOLFA,45.48897,9.15605,Entire home/apt,89,28,53,2017-08-03,0.91,1,0
3254957,Quiet  comfortable luxury room ,7458476,Alessandra,,GUASTALLA,45.46988,9.20572,Private room,35,1,17,2016-07-18,0.30,1,310
3263102,Milan Expo  - 108 mq apartement,16500838,Silvia,,LODI - CORVETTO,45.43544,9.22484,Entire home/apt,300,3,0,,,1,365
3264136,City Center Big Flat,16505510,Nicolas François,,WASHINGTON,45.46394,9.15945,Entire home/apt,220,2,32,2018-04-20,0.69,3,0
3267865,Room in Isola district (next to Garibaldi St.),9765098,Alessandro,,ISOLA,45.49088,9.18256,Private room,34,1,68,2018-09-27,1.26,3,178
3268177,Just at home...,16526080,Valeria,,BANDE NERE,45.45204,9.13999,Entire home/apt,85,2,3,2017-04-09,0.07,1,352
3268250,62mq apartment near metro station,2118679,Gerardo,,FORZE ARMATE,45.45816,9.1164,Entire home/apt,47,2,12,2018-05-31,0.27,1,330
3269727,MM  Yellow line Brenta ,5682045,Giuliano,,SCALO ROMANA,45.43929,9.21479,Private room,19,2,3,2017-06-17,0.07,1,0
3271205,EXPO AGOSTO 2015: OPEN SPACE IDEALE,16540510,Federica,,PARCO FORLANINI - ORTICA,45.47053,9.24385,Entire home/apt,100,1,0,,,1,0
3274933,Modern Flat with two rooms,16558917,Alessio,,BANDE NERE,45.46707,9.13753,Entire home/apt,55,3,3,2015-02-24,0.06,1,285
3282461,BICOCCA FLAT,9550050,Barbara,,NIGUARDA - CA' GRANDA,45.51721,9.20267,Entire home/apt,33,1,47,2019-03-24,0.95,1,321
3287919,"double room, bathroom and parking",6428536,Francesca,,SARPI,45.47842,9.17655,Private room,80,2,13,2018-04-21,0.23,1,1
3289087,The Architect's home in Città Studi,4108884,Raffaella,,CITTA' STUDI,45.48321,9.2277,Entire home/apt,46,7,22,2019-02-28,0.38,2,125
3291730,"Naviglio, delizioso ampio loft",13819037,Anna,,NAVIGLI,45.44891,9.16498,Entire home/apt,120,35,11,2018-12-21,0.20,3,7
3295761,Lovly flat!,1829939,Luz,,DUOMO,45.45969,9.17739,Entire home/apt,130,1,1,2015-09-26,0.02,1,363
3296790,flat in Milan Centre. Near Duomo. 3,16631605,Carlo,,DUOMO,45.46331,9.18607,Entire home/apt,80,2,5,2018-04-20,0.09,4,84
3298062,"flat in Milan centre, near Duomo n 3 M",16631605,Carlo,,DUOMO,45.46204,9.18721,Entire home/apt,75,2,16,2017-06-30,0.29,4,84
3298070,flat in Milan Centre n 1,16631605,Carlo,,DUOMO,45.46282,9.18562,Entire home/apt,91,2,9,2018-04-20,0.19,4,90
3298322,flat in Milan centre n 2,16631605,Carlo,,DUOMO,45.46278,9.18507,Entire home/apt,75,2,1,2015-05-16,0.02,4,90
3299676,Pretty room with terrace ,10455796,Maddalena,,SARPI,45.48223,9.17583,Private room,40,3,39,2017-04-10,0.66,1,0
3305866,STANZA PRIVATA  NEL QUARTIERE ISOLA,16695924,Maria,,ISOLA,45.49079,9.18899,Private room,45,1,3,2015-09-24,0.06,2,162
3306621,Big room in the center of Milan,16088015,Indi,,BUENOS AIRES - VENEZIA,45.48449,9.21111,Private room,30,15,1,2014-06-25,0.02,1,0
3307022,Amazing Loft 150 mq Navigli,16700244,Paola,,TICINESE,45.44565,9.18212,Entire home/apt,250,3,40,2018-04-22,0.70,1,318
3307502,"FLEXSPACE, loft",6051900,Matteo,,MECENATE,45.45154,9.24588,Entire home/apt,98,5,18,2019-04-04,0.45,1,221
3320956,Amy W. Apartment,4017893,Cristian,,CORSICA,45.46732,9.22541,Private room,42,2,0,,,1,0
3321259,Milano centro Porta Venezia (100 mq),16679617,Giovanni,,BUENOS AIRES - VENEZIA,45.47483,9.21179,Entire home/apt,99,1,22,2018-04-22,0.45,1,363
3327620,Bright flat centrally located in milan,16801172,Pia,,PAGANO,45.4669,9.16376,Entire home/apt,90,3,5,2017-10-31,0.10,1,315
3331555,Design Studio Apartment,7505514,Carlotta,,SARPI,45.48156,9.17775,Entire home/apt,60,3,27,2017-10-30,0.48,1,0
3331836,MILAN: Cosy and central Apartment,574318,Greta,,ISOLA,45.48947,9.1843,Entire home/apt,74,4,34,2018-06-13,0.60,1,254
3337842,Astemia House,16008845,Giulio,,LODI - CORVETTO,45.44281,9.22352,Entire home/apt,130,1,0,,,1,101
3338159,Central wonderful room ,4628315,Freda,,GUASTALLA,45.46855,9.20525,Private room,50,2,90,2018-09-26,1.61,3,240
3340165,cozyROOM IN HEART OF CITYgirls only,12145746,Silvana,,PORTA ROMANA,45.4512,9.19975,Private room,30,1,16,2015-11-27,0.28,1,0
3341445,NEAR RHO FIERA MILANO & FIERA MILANO CITY,16865021,Davide,,MAGGIORE - MUSOCCO,45.50398,9.12553,Entire home/apt,85,2,21,2019-01-02,0.39,1,362
3342768,Stunning 1 BR design apt,1328736,Francesca,,WASHINGTON,45.46359,9.15465,Entire home/apt,480,3,0,,,1,0
3346162,Great room in centre of Milan,10290883,Riccardo,,VIGENTINA,45.45407,9.19178,Private room,109,1,3,2015-10-25,0.06,1,0
3356841,WONDERFUL APARTMENT SALONE DEL MOBILE,4329734,Silvia,,WASHINGTON,45.46425,9.16353,Entire home/apt,101,4,26,2017-10-22,0.46,1,54
3362541,Bellissimo Appartamento  nel Design Distrinct,9210565,Alberto,,WASHINGTON,45.46,9.15578,Entire home/apt,125,1,18,2019-01-02,0.37,1,365
3367748,Lovely Room to rent in Milano Lambrate,16991733,Alessio,,DUOMO,45.46445,9.1872,Private room,40,5,3,2019-02-25,0.07,2,194
3372180,1928 Villa in Milan,17013804,Francesca,,MACIACHINI - MAGGIOLINA,45.49517,9.19739,Entire home/apt,115,2,9,2016-12-18,0.19,1,71
3381394,Affascinante luminoso appartamento,9682734,Olimpia,,BUENOS AIRES - VENEZIA,45.4754,9.21963,Entire home/apt,130,4,36,2018-10-23,0.66,1,159
3382210,A beautiful and charming apartment,4163739,Andrea,,TICINESE,45.45714,9.18034,Entire home/apt,58,3,0,,,1,0
3382788,AleEle - Milan center in Ticinese - A.C. + WiFi,2922743,Flexyrent,,TICINESE,45.45435,9.17664,Entire home/apt,80,2,20,2018-09-23,0.34,30,357
3383539,Beautiful Loft in Milan,16085931,Tomer,,PARCO FORLANINI - ORTICA,45.46982,9.24715,Entire home/apt,55,2,36,2019-01-03,0.64,1,1
3391139,Tommy’s Cozy - Tortona Room For 2,11220100,Tommaso,,GIAMBELLINO,45.45357,9.15172,Private room,50,2,61,2018-11-04,1.07,3,0
3392051,Luminoso appartamento con terrazzo,5596565,Federica,,ISOLA,45.49163,9.18877,Entire home/apt,140,2,17,2018-04-21,0.31,1,363
3397332,Milan Central Liberty style apt ,17139390,Pietro,,LORETO,45.48978,9.21371,Entire home/apt,70,5,11,2016-05-29,0.20,1,178
3404073,Stanza  max 2 ospiti,17167462,Francesca,,LORETO,45.49073,9.21521,Shared room,100,2,1,2017-04-09,0.04,1,361
3409455,Bright Room in front of Politecnico,17192258,Luisa,,CITTA' STUDI,45.47791,9.22444,Private room,30,2,108,2019-04-08,4.10,1,146
3410161,FASHION DISTRICT - DESIGN APARTMENT,10011143,Filippo,,DUOMO,45.46827,9.1954,Entire home/apt,95,2,103,2019-04-09,1.82,10,347
3421084,Amazing Loft with backyard,10780554,Alessandro,,MAGENTA - S. VITTORE,45.46339,9.1642,Entire home/apt,300,2,7,2017-04-10,0.12,1,365
3428012,"Design apartment in Isola, Milan.",11535264,Leone,,ISOLA,45.49022,9.18731,Entire home/apt,105,1,19,2016-02-13,0.39,1,0
3430469,APPARTAMENTO LUMINOSO - FIERA-,17288890,Carola&Giorgio,,DE ANGELI - MONTE ROSA,45.47403,9.14502,Entire home/apt,100,2,39,2018-07-28,0.72,1,278
3433288,Cosy apartment,5353487,Anna,,LORETO,45.48978,9.21929,Entire home/apt,40,2,33,2018-10-15,0.59,1,192
3437796,Delizioso appartamento zona navigli,17325364,Barbara,,TICINESE,45.44613,9.17919,Entire home/apt,40,2,10,2019-03-26,0.36,2,254
3461995,"Design Area of Milan, we-fi & air-conditioned",12570902,Valentina,,TORTONA,45.45681,9.15888,Entire home/apt,51,1,42,2019-03-31,0.75,1,364
3463140,BRERA Affascinante Mansarda,11780265,Andrea,,BRERA,45.47809,9.18967,Entire home/apt,185,1,114,2019-01-01,2.00,2,329
3463812,Vecchia Milano in zona Centrale,7405409,Marco,,CENTRALE,45.48093,9.19789,Entire home/apt,76,1,650,2019-04-06,11.23,1,58
3467323,Double Room Private Bathroom GOVONE,17469319,Serena,,GHISOLFA,45.49213,9.16437,Private room,40,2,37,2019-04-07,0.67,2,362
3467743,Cozy & Peaceful Brand New Flat,17185831,Alessia'S Flat,,LODI - CORVETTO,45.44287,9.21378,Entire home/apt,58,2,197,2019-03-17,3.45,42,260
3476129,monolocale piccolo ma graziosissimo,9343722,Marisa,,LORETO,45.48925,9.22866,Entire home/apt,70,7,7,2019-03-31,0.17,2,361
3477081,Beautiful Design Studio Center,17512641,Jolie,,DUOMO,45.45954,9.18104,Entire home/apt,100,2,16,2019-01-01,0.29,1,33
3478191,Bohème in Tortona Design District,17519177,Lucia,,TORTONA,45.45401,9.16166,Entire home/apt,73,90,65,2018-12-16,1.15,1,245
3478525,Charming apartment in center Milan,11029603,Bianca,,PAGANO,45.46683,9.1558,Entire home/apt,59,3,29,2019-03-24,0.80,1,339
3481987,Bright & cozy apartment ok 4 Fiera!,9717716,Magda,,VILLAPIZZONE,45.50025,9.1485,Entire home/apt,56,3,91,2019-03-16,1.61,3,102
3482937,"Vicinissimo centro, ottimo bilocale.",17541444,Emiliano,,VIALE MONZA,45.50767,9.22378,Entire home/apt,40,5,10,2018-06-30,0.17,1,112
3483851,BILOCALE ZONA NAVIGLI via Zamenhof,138138,Milano Short Term Rent Di Andrea,,TICINESE,45.44448,9.18192,Entire home/apt,69,2,45,2019-01-28,0.79,24,118
3493136,Cosy room in historic center,10428376,Angela,,PAGANO,45.46994,9.1644,Private room,45,2,32,2019-04-01,0.57,1,46
3495596,La Colombara ideal for Fiera Milano.,17600562,Paolo,,VILLAPIZZONE,45.49484,9.13338,Entire home/apt,51,3,122,2019-03-17,2.52,1,116
3497480,Lux Loft DUOMO WalkDist 120sqm A/C,9856642,Max,,VIGENTINA,45.45041,9.19593,Entire home/apt,130,2,218,2019-04-10,3.89,1,246
3507253,Ampia Mansarda con Travi a Vista in Zona Isola,11030821,Daniela,,ISOLA,45.49718,9.18739,Entire home/apt,120,2,56,2019-03-17,1.15,1,238
3509415,Bilocale Milano - Affori/Bruzzano,17668791,Daniele,,AFFORI,45.52082,9.17288,Entire home/apt,40,6,5,2019-01-05,0.14,1,62
3510557,accogliente trilocale con terrazzo ,17674721,Sara,,XXII MARZO,45.45871,9.21531,Entire home/apt,110,3,5,2019-01-04,0.09,1,286
3511161,Barocco a 5 stelle,3241659,Giorgio,,ISOLA,45.49423,9.18793,Private room,110,1,0,,,2,365
3512259,shared room in luxury flat,1401474,Manuela,,BUENOS AIRES - VENEZIA,45.48208,9.20738,Shared room,43,2,73,2019-03-20,2.00,1,48
3518098,10m2 of comfort in Città Studi,12436422,Valeria,,BUENOS AIRES - VENEZIA,45.46993,9.21883,Private room,30,3,16,2019-02-04,0.46,3,150
3518723,Mansard very close to Duomo,2218101,Carolin & Ferdinando,,DUOMO,45.46215,9.18735,Entire home/apt,120,2,320,2019-03-28,5.53,6,338
3519937,brand new central coziness,1138330,Elena,,TICINESE,45.45686,9.17565,Entire home/apt,195,2,59,2018-09-24,1.05,2,238
3521092,Accogliente Trilocale con Vista,8553024,Eunice,,BUENOS AIRES - VENEZIA,45.47581,9.20692,Entire home/apt,65,2,150,2019-03-17,3.37,1,48
3524092,Naviglio vista vicolo lavandai,17747360,Magda Anna,,NAVIGLI,45.45072,9.1753,Entire home/apt,97,3,8,2015-06-21,0.14,1,0
3525985,affascinante appartamento in centro,9982548,Federica,,TICINESE,45.45703,9.17604,Entire home/apt,250,1,16,2016-05-30,0.33,1,361
3526177,NAVIGLI LOFT CON GIARDINO E POSTO AUTO,7583760,Elena,,S. CRISTOFORO,45.44417,9.15869,Entire home/apt,140,3,0,,,1,0
3529270,"Boutique 3 BR close to Bocconi, Navigli and Duomo",3981376,Cristiana,,TICINESE,45.45059,9.18485,Entire home/apt,250,1,170,2019-04-10,3.01,9,322
3530999,This must be the place!,17462481,Francesca,,BRERA,45.471,9.18833,Entire home/apt,350,7,1,2016-04-17,0.03,1,177
3535158,Navigli apartment,17800211,Marianna,,TICINESE,45.45205,9.18254,Entire home/apt,47,3,0,,,2,174
3535342,Milan elegant apartment in the heart of Milan,16980926,Susanna,,CENTRALE,45.48129,9.19861,Entire home/apt,150,1,507,2019-04-09,9.42,1,47
3535862,Mazzini's apartment in Duomo,12600564,Giuseppe,,DUOMO,45.46308,9.18887,Entire home/apt,105,2,240,2019-04-07,4.19,11,253
3537369,GRAZIOSO MONOLOCALE IN CENTRO STORICO 30mq,17809271,Umberto,,DUOMO,45.45648,9.18609,Entire home/apt,60,1,0,,,2,18
3538682,classy STUDIO near Central Station,17814590,Josy,,BUENOS AIRES - VENEZIA,45.48366,9.2098,Entire home/apt,65,3,168,2019-04-07,2.94,1,276
3539177,Welcome ! Benvenuti ! Bem vindos !,17816780,Regina,,S. SIRO,45.48166,9.11831,Private room,90,2,18,2018-02-23,0.32,1,346
3539385,Stoppani Quaranta - Liberty Nove,17817757,Marco,,BUENOS AIRES - VENEZIA,45.4747,9.21553,Entire home/apt,118,2,66,2019-04-11,1.16,13,70
3542538,"The Darsena Studio // Navigli, Bocconi",17785480,Nicolò,,TICINESE,45.44742,9.18041,Entire home/apt,75,5,6,2018-10-08,0.27,1,0
3546395,Comfy apartment near metro to fairs,9200682,Davide,,BANDE NERE,45.46202,9.13962,Entire home/apt,65,3,7,2019-02-24,0.14,1,169
3546405,monolocale silenzioso e grazioso,17855112,Giuseppe,,LORETO,45.49461,9.22061,Entire home/apt,35,7,0,,,1,0
3548480,Villetta in zona solari a Milano,17863538,Rosane,,TORTONA,45.45001,9.15976,Private room,150,1,36,2018-04-20,0.63,1,30
3552952,appartamento in centro milano ,4454590,Luca,,CENTRALE,45.48841,9.21125,Private room,130,1,35,2019-01-24,0.60,1,365
3556569,the treasure of Navigli,17906561,Luca,,NAVIGLI,45.45394,9.17378,Private room,210,2,4,2015-04-18,0.07,1,365
3557461,"Big, Central and Bright apartment",5281721,Harold,,SARPI,45.48174,9.16474,Entire home/apt,210,3,94,2019-03-25,1.76,1,263
3559462,"#casadaexpo, typically flat",17919903,Luca,,S. CRISTOFORO,45.44355,9.15237,Entire home/apt,45,5,18,2017-04-26,0.39,1,356
3568252,Bohémien flat,2560719,Sandro,,SARPI,45.47955,9.17359,Private room,40,1,1,2016-05-30,0.03,1,0
3572710,Maria Adelaide - Cinquecento,17817757,Marco,,BUENOS AIRES - VENEZIA,45.47228,9.21416,Entire home/apt,100,1,108,2019-03-21,2.10,13,56
3573311,"romantic flat on Martesana, Milano",15305372,Giuseppina,,VIALE MONZA,45.50464,9.22102,Entire home/apt,50,3,13,2015-06-03,0.23,1,336
3577719,Laura by the park s/rm women only,15940144,Laura,,GHISOLFA,45.48811,9.1634,Private room,27,4,1,2015-10-05,0.02,1,0
3580718,Modern 1 bedroom aparment in Milan ,18035266,Simone,,LORENTEGGIO,45.4514,9.12681,Entire home/apt,100,24,9,2018-11-14,0.16,1,8
3585518,Lovely Appartment in Centrale area,6996748,Zeina,,GARIBALDI REPUBBLICA,45.48519,9.19631,Private room,38,1,190,2018-06-22,3.68,1,0
3587589,Studio apartment for 2 people,16037637,Fabio,,FARINI,45.49608,9.17417,Entire home/apt,42,30,6,2017-07-31,0.11,1,68
3589630,romantic apartment downtown Milan,3146988,Germano,,PAGANO,45.4672,9.15915,Entire home/apt,150,3,24,2018-12-27,0.43,1,363
3590158,Near Central St and metro to center,17991927,Claudia,,ISOLA,45.49514,9.19288,Private room,55,2,21,2019-02-25,0.43,1,144
3597968,BRIGHT DESIGN 2BD/2BT APARTMENT,13789295,Marianna,,BANDE NERE,45.45362,9.14089,Private room,80,4,0,,,1,0
3598425,Natural paradise in piazza duomo,15596832,Sofia,,DUOMO,45.46306,9.18892,Private room,100,1,19,2019-01-13,0.34,2,363
3601649,SUPERB ROOM IN MILAN CENTRE,18142235,Maria & Ornella,,BUENOS AIRES - VENEZIA,45.48564,9.21023,Private room,39,2,194,2016-09-25,3.46,2,4
3606860,University and peaceful area!,1683188,Luana,,LORETO,45.48961,9.23129,Entire home/apt,32,2,6,2018-10-28,0.12,1,336
3607834,monolocale casa ringhiera,11240914,Nadia,,XXII MARZO,45.46534,9.20983,Entire home/apt,70,2,17,2018-04-22,0.41,2,163
3609256,Close to underground line 1. Private parking.,16890260,Rossella,,GALLARATESE,45.49853,9.1207,Entire home/apt,81,30,9,2017-04-21,0.32,1,217
3620653,Amazing Appartment,8277042,Luca,,QT 8,45.48777,9.1416,Entire home/apt,65,2,19,2018-09-04,0.39,1,1
3620973,"Mansarda1/21 cosy,vicinanze metro",12316311,Fabrizio,,DERGANO,45.50109,9.1813,Entire home/apt,88,2,2,2015-10-01,0.05,8,0
3621984,Two-seat sofa bed in Città Studi MI,18245871,Paola,,CITTA' STUDI,45.46878,9.22985,Shared room,50,3,3,2015-10-08,0.06,1,0
3622656,Navigli Design House,1836908,Yuri,,TICINESE,45.45501,9.17533,Entire home/apt,90,2,99,2019-01-01,1.79,1,173
3625363,Cozy new apartment in Città Studi,4802179,Elisabetta,,CITTA' STUDI,45.47157,9.23051,Entire home/apt,58,2,2,2016-10-01,0.06,1,223
3640410,Sunny Apartment at 8th Floor!-Milan,17911547,Valentina,,STADERA,45.43733,9.17565,Entire home/apt,50,7,0,,,1,0
3641733,cozy studio apartment in Milan,13319434,Francesca,,CITTA' STUDI,45.48022,9.2338,Entire home/apt,100,2,0,,,1,0
3642065,Entire apartment Bocconi neighborood,18386616,Mariano,,TIBALDI,45.43863,9.17726,Entire home/apt,200,2,1,2018-04-20,0.08,1,0
3647165,Design Apartment FIERA MILANO CITY,18430877,Roberto,,SELINUNTE,45.47513,9.14229,Entire home/apt,300,3,1,2015-04-30,0.02,1,0
3650825,Colorful flat Milan Center-Navigli,1623267,Greta,,TICINESE,45.45343,9.18223,Private room,120,3,8,2015-09-05,0.14,1,135
3651832,Apartment in the city center ,18467718,Giorgio,,BUENOS AIRES - VENEZIA,45.47589,9.20685,Entire home/apt,35,5,3,2017-08-28,0.15,1,0
3652107,Nice studio easy for metro,18469513,Filippo,,TRIULZO SUPERIORE,45.43139,9.24274,Entire home/apt,59,1,34,2017-01-05,0.60,4,327
3661080,Very nice flat 15min from Centre!,349762,Betta,,CORSICA,45.46788,9.23184,Entire home/apt,85,2,1,2017-04-06,0.04,2,0
3665717,New luxury attic Santa Giulia Expo,18469513,Filippo,,ROGOREDO,45.43658,9.24191,Entire home/apt,99,1,9,2018-06-28,0.21,4,322
3669768,Delizioso studio a Chinatown,18623575,Federica,,SARPI,45.48122,9.17796,Entire home/apt,79,2,5,2019-01-01,0.09,1,351
3672019,DELIGHTFUL 2-room Apt. Navigli,18637668,Sisters Terry&Paola,,TORTONA,45.4537,9.16033,Entire home/apt,95,2,20,2018-12-19,0.44,3,318
3672376,Nice studio at Naviglio Grande,18482609,Davide,,RONCHETTO SUL NAVIGLIO,45.44104,9.13215,Entire home/apt,49,1,0,,,1,0
3672429,Peaceful studio in Milan center,18594565,Marina & Stefano,,BUENOS AIRES - VENEZIA,45.48121,9.21079,Entire home/apt,45,3,300,2019-03-27,5.37,2,131
3674330,Bruna's Apt. San Siro -  Fair - Stadium - Expo,8444366,Fabio,,QUARTO CAGNINO,45.47451,9.11508,Entire home/apt,22,1,110,2019-03-18,1.97,2,61
3674580,Cozy&quiet apt for design week isola/garibaldi,18657245,Sara,,GARIBALDI REPUBBLICA,45.48511,9.19563,Entire home/apt,200,4,1,2017-04-11,0.04,2,0
3682050,AFFITTO MILANO - anche TRASFERTA LAVORATORI,17370601,Maria Caterina,,BOVISA,45.50438,9.16412,Entire home/apt,90,1,34,2019-03-10,0.62,2,302
3683346,milan city apartment,18706079,Francesco,,CITTA' STUDI,45.48412,9.22851,Entire home/apt,99,2,0,,,1,342
3683760,Ampia Matrimoniale ZTL Navigli,10165046,Christian,,NAVIGLI,45.44879,9.17597,Private room,60,2,0,,,1,271
3683845,Cosy appartment in the Navigli area,18731490,Daniela,,NAVIGLI,45.44854,9.17517,Entire home/apt,70,3,0,,,1,286
3688575,ALESSI - Just next to Canal Distric,1380892,Filiberto,,TICINESE,45.45426,9.1761,Entire home/apt,60,1,186,2019-02-21,3.26,62,279
3690216,Pretty apartment in Milan,18784362,Vania,,LORETO,45.49122,9.22225,Entire home/apt,55,3,34,2018-01-01,0.67,1,279
3693205,Luxurious white house with pool,2848811,Rita,,MAGENTA - S. VITTORE,45.46488,9.17471,Entire home/apt,2400,1,0,,,20,365
3702057,Breathtaking view Sforzesco Castle,2848811,Rita,,DUOMO,45.46734,9.1804,Entire home/apt,106,3,109,2019-03-30,1.95,20,278
3702422,APPARTAMENTO ZEN MM3 DERGANO,18871732,Marina,,DERGANO,45.50396,9.17998,Entire home/apt,40,1,17,2017-11-25,0.86,1,0
3704910,Romantic Loft in an Farm House,1504846,Veronica,,S. CRISTOFORO,45.44423,9.15981,Entire home/apt,70,2,14,2018-02-25,0.25,1,178
3706602,RESIDENCE LEPONTINA,18866442,Gruppo Mirage Hotels,,ISOLA,45.49381,9.18289,Entire home/apt,200,1,0,,,2,101
3707774,"Stay in a Modern, Elegant Apartment with Terrace",8357264,Enea,,DUOMO,45.46301,9.19465,Entire home/apt,195,2,50,2019-03-31,1.03,1,81
3708737,Modern loft Porta Romana Milano,13000378,Francesco,,PORTA ROMANA,45.45071,9.20217,Entire home/apt,110,2,5,2015-10-05,0.09,1,354
3709168,Conca - Milan center in Ticinese district - WiFi,2922743,Flexyrent,,TICINESE,45.45643,9.1775,Entire home/apt,132,1,88,2019-03-17,1.65,30,332
3709371,My lovely house,18922598,Stefania,,CITTA' STUDI,45.47025,9.23582,Entire home/apt,60,1,22,2019-01-03,1.47,1,125
3711642,One-Bedroom Apartment Opposite Bocconi,18439514,Virginia,,VIGENTINA,45.44858,9.18809,Entire home/apt,65,2,83,2018-11-09,1.48,2,290
3712144,Large Studio Flat in Paolo Sarpi,6014714,Olga,,SARPI,45.48096,9.17627,Entire home/apt,100,2,9,2019-02-24,0.25,1,359
